"1311,noelia marí-carranza,operacoines,Supervisor,18/07/2023,""$2,041"",Santa Ana ;;;;;;;;;"
"1158,Primitivo Toledo-Guzman,Marketing,Asistente,18/03/2024,""$1,595"",Usulutan;;;;;;;;;"
"1222,Flor Morante-Anaya,ventaas,Asistente,2020-05-03,""$2,680"",santa ana;;;;;;;;;"
"1062,  modesto pagès cabello  ,Operaciones,Analista,23/05/2020,""$3,164"",san salvador;;;;;;;;;"
"1051,  regina reguera viana  ,Marketing,Gerente,2020-02-12,$731,San miguel;;;;;;;;;"
"1600,BIBIANA YOLANDA CUENCA CAMINO,IT,Gerente,21/04/2023,""$2,891"",Santa Ana ;;;;;;;;;"
"1133,  Reina Moliner Mesa  ,Ventas,Gerente,16/09/2022,$510,Santa Ana ;;;;;;;;;"
"1331,JOSUÉ PORCEL COBO,RH,Analista,06/01/2022,""$2,604"",Usulutan;;;;;;;;;"
"1487,Iker Andres,Operaciones,Asistente,25/07/2023,""$2,969"",San miguel;;;;;;;;;"
"1469,cruz vila manso,informatica,Supervisor,05/02/2024,""$3,260"",Usulutan;;;;;;;;;"
"1075,  Mariana Vega-Aguiló  ,RH,Asistente,2020-02-09,""$3,007"",La Libertad;;;;;;;;;"
"1390,Marcelino Zabala Piña,Marketing,Analista,2021-02-18,$856,Usulutan;;;;;;;;;"
"1564,gaspar verdú,Recursos Humanos,Supervisor,2022-02-06,""$1,838"",Usulutan;;;;;;;;;"
"1425,Eva María Viña-Espejo,Finanzas ,Supervisor,2022-12-15,""$1,075"",santa ana;;;;;;;;;"
"1068,  LUISINA DE PARRA  ,informatica,Gerente,2025-05-25,""$3,499"",san salvador;;;;;;;;;"
"1569,FLORENTINO ABELLÁN SILVA,operacoines,Asistente,04/11/2022,""$3,194"",santa ana;;;;;;;;;"
"1433,Casandra Vicens Landa,Marketing,Gerente,19/04/2023,""$1,890"",La Libertad;;;;;;;;;"
"1158,  amalia tormo sedano  ,operacoines,Gerente,2024-10-17,$920,santa ana;;;;;;;;;"
"1439,Viviana Noriega Seco,Marketing,Asistente,2020-12-13,""$2,944"",San Salvador;;;;;;;;;"
"1029,ILDEFONSO GUZMAN FEIJOO,Finanzas ,Gerente,19/05/2023,""$1,887"",santa ana;;;;;;;;;"
"1579,dorotea nebot aguilar,Ventas,Supervisor,13/02/2022,""$2,622"",san salvador;;;;;;;;;"
"1464,Salud Bravo Zamorano,Marketing,Analista,06/08/2019,$665,san salvador;;;;;;;;;"
"1083,SALVADOR NATANAEL RÍOS VALERO,Operaciones,Analista,10/03/2021,""$2,146"", Sonsonate;;;;;;;;;"
"1353,leoncio jáuregui-palacio,Operaciones,Analista,27/02/2020,$636,La Libertad;;;;;;;;;"
"1007,TRINIDAD MARÍN-UGARTE,RH,Analista,05/04/2019,""$1,635"",La Libertad;;;;;;;;;"
"1509,luisa avilés sevilla,Recursos Humanos,Analista,05/01/2019,$745,santa ana;;;;;;;;;"
"1446,ENCARNA CORTÉS POU,IT,Supervisor,29/07/2018,""$2,798"",Usulutan;;;;;;;;;"
"1296,  AMANDO DE GONZALO  ,IT,Asistente,10/11/2020,""$2,981"",Santa Ana ;;;;;;;;;"
"1090,ricarda gutierrez,informatica,Asistente,2020-05-14,""$2,071"",san salvador;;;;;;;;;"
"1226,fernando castells,ventaas,Gerente,13/02/2023,""$1,881"",San miguel;;;;;;;;;"
"1241,REYNALDO GALINDO ARREGUI,RH,Supervisor,04/06/2019,""$3,134"",Santa Ana ;;;;;;;;;"
"1475,Clotilde Querol Alegre,Marketing,Supervisor,27/08/2019,""$3,019"",santa ana;;;;;;;;;"
"1069,Azahara Ferrera Haro,Marketing,Asistente,2019-10-24,""$1,891"",San Salvador;;;;;;;;;"
"1472,vasco ugarte-albero,ventaas,Supervisor,2024-02-10,""$2,969"",san salvador;;;;;;;;;"
"1473,Reyes del Galan,Ventas,Asistente,2025-06-14,""$2,791"", Sonsonate;;;;;;;;;"
"1487,Leandro Morán Canales,IT,Analista,2023-11-16,""$2,516"",san salvador;;;;;;;;;"
"1253,Carina María Manuela Sabater Olivera,Marketing,Asistente,02/01/2021,""$1,940"",Santa Ana ;;;;;;;;;"
"1396,Yaiza Guardiola Mayol,IT,Supervisor,06/04/2024,""$1,800"",san salvador;;;;;;;;;"
"1290,TERESITA DEL RÍOS,Marketing,Gerente,13/10/2021,""$1,815"",Santa Ana ;;;;;;;;;"
"1358,Eugenia Gisela Ramos Serrano,RH,Asistente,2019-02-16,""$1,718"",san salvador;;;;;;;;;"
"1130,Fernando Pinto Guijarro,operacoines,Asistente,2024-09-14,""$3,096"",san salvador;;;;;;;;;"
"1018,hugo hierro rodriguez,Operaciones,Gerente,2024-07-25,""$1,377"",San miguel;;;;;;;;;"
"1079,ALE QUEROL ABELLA,operacoines,Gerente,04/12/2022,""$3,161"",San Salvador;;;;;;;;;"
"1385,  CÁNDIDO SOTO  ,Marketing,Supervisor,08/04/2023,""$3,403"",Santa Ana ;;;;;;;;;"
"1373,iván navarro ropero,Finanzas ,Asistente,2024-11-26,""$1,408"", Sonsonate;;;;;;;;;"
"1480,teresa castillo lucas,Marketing,Supervisor,2019-06-27,""$2,341"", Sonsonate;;;;;;;;;"
"1514,Cosme Cañizares Bernat,Marketing,Supervisor,27/06/2020,""$1,474"",Santa Ana ;;;;;;;;;"
"1380,azahar belda quevedo,ventaas,Asistente,2024-02-25,$793,La Libertad;;;;;;;;;"
"1460,sonia graciana carreño tejada,Recursos Humanos,Supervisor,2021-06-28,""$1,881"", Sonsonate;;;;;;;;;"
"1054,Feliciano Carvajal Montesinos,ventaas,Analista,04/01/2022,""$1,369"",santa ana;;;;;;;;;"
"1343,eligia plana salvador,Operaciones,Analista,30/05/2021,""$3,339"",Santa Ana ;;;;;;;;;"
"1081,MARÍA MANUELA MERCADER LEIVA,RH,Gerente,2018-11-20,$905,Usulutan;;;;;;;;;"
"1308,TRINIDAD CORTINA FERRERA,Marketing,Supervisor,06/09/2019,$707, Sonsonate;;;;;;;;;"
"1548,EUSTAQUIO CORREA,Recursos Humanos,Asistente,20/08/2022,""$1,643"",Santa Ana ;;;;;;;;;"
"1246,lalo galindo infante,operacoines,Analista,2020-08-18,$727,santa ana;;;;;;;;;"
"1399,juan carlos peralta segovia,IT,Analista,13/12/2021,$516,La Libertad;;;;;;;;;"
"1353,NACHO ESCRIVÁ PACHECO,ventaas,Asistente,27/10/2019,$996,santa ana;;;;;;;;;"
"1179,Sara Antúnez,Operaciones,Supervisor,02/01/2023,""$1,002"",Santa Ana ;;;;;;;;;"
"1037,  JAIME VALLÉS-POSADA  ,Recursos Humanos,Supervisor,2024-03-13,""$1,742"",San Salvador;;;;;;;;;"
"1556,nicanor antón-diaz,Finanzas ,Asistente,2019-04-23,$645,santa ana;;;;;;;;;"
"1279,TERESA PERA YÁÑEZ,informatica,Gerente,10/03/2021,""$2,033"", Sonsonate;;;;;;;;;"
"1508,Ana Belén Barón Benavent,Finanzas ,Supervisor,29/05/2025,""$3,428"",san salvador;;;;;;;;;"
"1184,  María Varela Marín  ,Finanzas ,Supervisor,2022-11-20,""$2,276"",La Libertad;;;;;;;;;"
"1170,  Fabián Luís Acosta Blasco  ,IT,Analista,2020-05-26,""$1,574"",Usulutan;;;;;;;;;"
"1076,Pascuala Pujol Yuste,RH,Supervisor,2025-02-17,""$1,034"",San Salvador;;;;;;;;;"
"1035,FILOMENA CISNEROS ARIZA,IT,Analista,2022-11-28,""$2,018"",santa ana;;;;;;;;;"
"1157,Íngrid Juliá Torres,ventaas,Asistente,09/09/2022,""$2,618"",Santa Ana ;;;;;;;;;"
"1285,  ANUNCIACIÓN ORTEGA CALDERON  ,RH,Analista,03/07/2018,""$2,570"", Sonsonate;;;;;;;;;"
"1268,Amador Barrera Rivas,Marketing,Supervisor,2019-11-14,""$3,292"",La Libertad;;;;;;;;;"
"1204,MANU CASTELL DIÉGUEZ,Operaciones,Analista,13/01/2020,""$3,371"",Santa Ana ;;;;;;;;;"
"1327,Tecla Buendía Cuesta,Finanzas ,Gerente,2019-06-10,""$1,095"",La Libertad;;;;;;;;;"
"1370,hernán barral morales,RH,Asistente,07/03/2022,""$2,473"",San miguel;;;;;;;;;"
"1478,Paulina Beltrán Agudo,ventaas,Supervisor,08/12/2024,""$1,716"",san salvador;;;;;;;;;"
"1538,Eligia Angelina Huguet Varela,RH,Supervisor,18/05/2021,""$3,081"",santa ana;;;;;;;;;"
"1529,Josefina Zapata Sabater,Marketing,Analista,05/10/2022,$978,Santa Ana ;;;;;;;;;"
"1127,  Francisca Carbonell Hernandez  ,Recursos Humanos,Analista,2023-01-13,""$2,575"",santa ana;;;;;;;;;"
"1256,TOMASA GUIJARRO ARAGONÉS,Finanzas ,Analista,22/12/2021,""$3,010"",Santa Ana ;;;;;;;;;"
"1514,Abel del Barral,RH,Analista,18/07/2019,""$2,758"",santa ana;;;;;;;;;"
"1083,RUPERTA SARA PLANA COMAS,Marketing,Supervisor,09/06/2020,""$3,117"",La Libertad;;;;;;;;;"
"1031,Trini Mas Gómez,Finanzas ,Supervisor,2023-12-29,""$1,453"", Sonsonate;;;;;;;;;"
"1304,  Angelino Mena Feliu  ,informatica,Gerente,08/03/2025,""$2,352"", Sonsonate;;;;;;;;;"
"1320,Eulalia Calzada,IT,Analista,2022-04-19,$985,Usulutan;;;;;;;;;"
"1326,  OTILIA DEL PINTO  ,Operaciones,Asistente,08/04/2021,""$1,027"",San miguel;;;;;;;;;"
"1393,Humberto Millán Revilla,RH,Gerente,2020-08-20,""$2,816"",santa ana;;;;;;;;;"
"1163,Tamara Cerezo Gracia,Finanzas ,Supervisor,18/04/2025,$544, Sonsonate;;;;;;;;;"
"1517,manola quiroga-puig,Ventas,Supervisor,08/06/2024,""$1,602"",San Salvador;;;;;;;;;"
"1292,Luís Quero Díez,Finanzas ,Supervisor,28/07/2019,""$2,101"",santa ana;;;;;;;;;"
"1052,ariadna gomis pascual,ventaas,Asistente,05/08/2018,""$2,515"",Usulutan;;;;;;;;;"
"1121,  ARÁNZAZU PINILLA GELABERT  ,IT,Gerente,2025-04-13,""$2,734"",santa ana;;;;;;;;;"
"1203,  Calixta Vergara-Quesada  ,Ventas,Supervisor,07/12/2018,""$3,372"",Santa Ana ;;;;;;;;;"
"1531,Ángel Arana-Fuentes,IT,Asistente,09/02/2022,""$1,115"",santa ana;;;;;;;;;"
"1344,Carlota de Berenguer,Marketing,Asistente,2020-02-25,""$2,395"",La Libertad;;;;;;;;;"
"1339,Charo Fábregas Casas,Ventas,Gerente,2021-09-06,""$1,537"", Sonsonate;;;;;;;;;"
"1052,primitivo álvarez coronado,Marketing,Gerente,2025-04-28,""$1,055"",Usulutan;;;;;;;;;"
"1032,  Delia Vaquero España  ,Operaciones,Gerente,08/02/2023,""$2,165"",santa ana;;;;;;;;;"
"1420,Desiderio Puerta Larrañaga,Ventas,Asistente,20/07/2021,""$2,574"",Santa Ana ;;;;;;;;;"
"1489,  Calisto Duran Bastida  ,operacoines,Asistente,19/09/2023,""$2,687"",santa ana;;;;;;;;;"
"1495,JOSÉ BENÍTEZ FERRÁNDIZ,operacoines,Asistente,2022-07-17,""$1,371"",La Libertad;;;;;;;;;"
"1295,Sandalio Adán Becerra,Operaciones,Asistente,2025-03-19,""$2,745"",santa ana;;;;;;;;;"
"1294,JEREMÍAS GOMIS VERA,informatica,Gerente,2023-08-08,""$1,863"",Usulutan;;;;;;;;;"
"1297,JAFET GÁRATE CASTILLO,ventaas,Supervisor,2021-06-30,""$2,261"",santa ana;;;;;;;;;"
"1219,SANDRA SANCHO PALOMINO,operacoines,Gerente,28/06/2019,""$1,012"",La Libertad;;;;;;;;;"
"1248,DANIELA MANCEBO,Recursos Humanos,Asistente,09/03/2022,$665,San miguel;;;;;;;;;"
"1483,DAVID GODOY PONCE,Ventas,Supervisor,2019-05-12,""$2,116"",Santa Ana ;;;;;;;;;"
"1488,María Fernanda Lara-Rojas,Finanzas ,Gerente,2025-04-25,$816,San Salvador;;;;;;;;;"
"1547,  María Escolano Calvo  ,RH,Analista,2018-09-23,""$1,170"",Usulutan;;;;;;;;;"
"1406,renato villalobos mármol,Finanzas ,Analista,29/01/2025,$487,San Salvador;;;;;;;;;"
"1343,TERESITA VARELA PIZARRO,operacoines,Supervisor,2024-08-22,$999, Sonsonate;;;;;;;;;"
"1279,  DULCE ALARCÓN SARMIENTO  ,RH,Gerente,06/08/2023,""$3,105"", Sonsonate;;;;;;;;;"
"1014,Gervasio Anaya-Rovira,Recursos Humanos,Supervisor,2024-12-19,""$2,952"",Santa Ana ;;;;;;;;;"
"1437,luis ángel solís tello,RH,Gerente,10/12/2019,""$2,405"",Santa Ana ;;;;;;;;;"
"1006,FABIÁN ARMENGOL MORELL,Finanzas ,Analista,2023-08-23,""$1,686"",santa ana;;;;;;;;;"
"1267,  Remedios Camino Ródenas  ,ventaas,Asistente,23/02/2019,""$1,706"", Sonsonate;;;;;;;;;"
"1120,Cesar Alfonso Rojas,Recursos Humanos,Supervisor,19/06/2024,$997,San miguel;;;;;;;;;"
"1382,Maximiano Sarmiento Real,operacoines,Analista,2024-07-07,""$1,463"",San miguel;;;;;;;;;"
"1538,  Catalina Becerra  ,Marketing,Gerente,2025-01-17,$702,san salvador;;;;;;;;;"
"1586,aura ramis caparrós,Operaciones,Supervisor,23/05/2023,""$3,236"",san salvador;;;;;;;;;"
"1093,  Graciela Solsona Chico  ,RH,Supervisor,2020-07-04,""$2,321"",Usulutan;;;;;;;;;"
"1315,Rogelio Machado Arribas,Recursos Humanos,Analista,02/08/2019,$635,san salvador;;;;;;;;;"
"1554,  Juan José Millán  ,Operaciones,Gerente,21/01/2024,""$1,625"",San Salvador;;;;;;;;;"
"1430,Alondra Josefina Lladó Salcedo,informatica,Gerente,2022-07-29,$778,Usulutan;;;;;;;;;"
